,LotArea,LotFrontage,Alley,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,GarageArea,OpenPorchSF,EnclosedPorch,GarageArea,SalePrice
711,9216,0.0,0,5,1975,1975,176.0,294.0,1076.0,1076,0,1076,5,576.0,0,0,576.0,143008.0
712,14330,40.0,0,5,1975,2001,0.0,88.0,864.0,1558,0,1558,5,440.0,0,239,440.0,146461.28
713,10400,0.0,0,7,2001,2001,227.0,0.0,1257.0,1290,871,2161,8,570.0,84,0,570.0,213522.57
714,9720,0.0,0,9,2001,2002,134.0,1194.0,1357.0,1366,581,1947,7,725.0,116,0,725.0,252231.57
715,14860,0.0,0,8,2002,2003,240.0,1538.0,1778.0,1786,0,1786,6,715.0,35,0,715.0,247155.61
716,10905,41.0,0,7,2003,2003,0.0,0.0,1129.0,1129,1198,2327,9,596.0,57,0,596.0,219930.95
717,11690,96.0,0,8,1999,2000,192.0,0.0,850.0,886,878,1764,7,560.0,29,0,560.0,201252.4
718,4426,0.0,0,6,2004,2004,205.0,662.0,848.0,848,0,848,3,420.0,0,0,420.0,150064.25
719,10126,83.0,0,6,1997,1998,0.0,1593.0,1838.0,1838,0,1838,8,721.0,67,0,721.0,246657.9
720,9750,75.0,0,7,2004,2004,50.0,24.0,1445.0,1445,0,1445,6,470.0,35,0,470.0,192033.05
721,11058,85.0,0,7,2007,2007,212.0,56.0,1564.0,1564,0,1564,6,814.0,24,0,814.0,224462.83
722,9627,74.0,0,7,2007,2007,0.0,24.0,1351.0,1361,0,1361,6,610.0,50,0,610.0,199350.01
723,9825,75.0,0,5,1966,1966,0.0,609.0,1092.0,1092,0,1092,6,264.0,0,0,264.0,131061.58
724,12102,64.0,0,5,1976,1976,222.0,456.0,456.0,1033,0,1033,6,504.0,0,0,504.0,134275.01
725,6500,65.0,0,6,1976,1976,84.0,1033.0,1127.0,1127,0,1127,6,480.0,0,138,480.0,146183.83
726,9638,0.0,0,6,1977,1977,0.0,368.0,1029.0,1117,0,1117,6,542.0,0,0,542.0,151697.4
727,7200,72.0,0,6,1976,2001,0.0,288.0,684.0,684,714,1398,6,440.0,0,0,440.0,172679.37
728,47007,123.0,0,5,1959,1996,0.0,0.0,0.0,3820,0,3820,11,624.0,372,0,624.0,259640.24
729,6012,65.0,0,4,1955,1955,0.0,0.0,0.0,1152,0,1152,6,0.0,0,0,0.0,108609.16
730,6845,74.0,0,4,1955,1955,58.0,0.0,0.0,1152,0,1152,6,0.0,0,0,0.0,109769.16
731,6931,56.0,0,4,1955,1955,0.0,784.0,784.0,784,0,784,4,0.0,0,0,0.0,110347.08
732,12180,60.0,0,5,1938,2007,0.0,0.0,585.0,585,468,1053,5,0.0,0,0,0.0,117878.25
733,8050,57.0,0,5,1947,1993,0.0,0.0,0.0,929,208,1137,8,0.0,0,0,0.0,120614.08
734,9520,68.0,0,4,1953,1953,115.0,767.0,911.0,930,0,930,5,286.0,0,0,286.0,126495.08
735,7692,62.0,0,4,1954,1954,0.0,0.0,416.0,1204,0,1204,6,312.0,0,0,312.0,117194.59
736,5142,67.0,0,4,1923,2008,0.0,224.0,949.0,949,343,1292,6,205.0,0,183,205.0,122215.88
737,7290,60.0,0,7,1921,1950,174.0,0.0,1228.0,1424,0,1424,7,312.0,0,90,312.0,135716.55
738,7804,64.0,0,6,1930,1950,0.0,281.0,960.0,960,960,1920,10,480.0,0,121,480.0,146785.9
739,8969,66.0,0,6,1926,1950,0.0,379.0,644.0,672,644,1316,6,369.0,0,0,369.0,127699.51
740,15564,63.0,0,6,1914,1995,0.0,0.0,676.0,676,588,1264,6,400.0,0,0,400.0,139411.82
741,7609,54.0,0,8,1925,1997,0.0,406.0,798.0,798,714,1512,7,180.0,16,41,180.0,156764.05
742,9650,0.0,0,6,1923,1950,0.0,0.0,784.0,819,784,1603,7,599.0,217,0,599.0,161673.2
743,11700,0.0,2,5,1937,1995,0.0,606.0,942.0,1265,673,1938,7,240.0,40,0,240.0,158883.66
744,9260,0.0,2,5,1938,1950,0.0,0.0,884.0,932,442,1374,6,225.0,0,0,225.0,127879.14
745,7801,79.0,0,6,1951,1951,88.0,500.0,1091.0,1091,0,1091,5,344.0,105,0,344.0,131754.58
746,9670,100.0,0,8,1935,1950,40.0,210.0,608.0,983,890,1873,9,786.0,0,207,786.0,170933.71
747,12392,70.0,0,7,1950,2000,0.0,435.0,832.0,1218,943,2161,8,506.0,96,0,506.0,208236.73
748,26073,56.0,0,5,1956,1956,0.0,1116.0,1898.0,1898,0,1898,7,484.0,51,224,484.0,181451.57
749,1879,24.0,0,6,1980,1980,0.0,366.0,516.0,516,516,1032,5,462.0,0,0,462.0,141038.82
750,7000,50.0,0,6,1926,1998,0.0,299.0,894.0,919,0,919,5,195.0,0,116,195.0,123052.05
751,6000,60.0,0,6,1940,2006,0.0,0.0,720.0,760,330,1090,5,240.0,0,0,240.0,128517.07
752,8155,58.0,0,5,1930,1950,0.0,0.0,780.0,780,420,1200,7,0.0,0,96,0.0,113888.42
753,6000,75.0,0,5,1967,1967,0.0,257.0,624.0,1092,564,1656,7,288.0,180,0,288.0,157992.4
754,7392,60.0,0,5,1930,1995,0.0,0.0,520.0,912,0,912,5,360.0,90,0,360.0,124304.56
755,9000,75.0,0,5,1958,1958,162.0,330.0,1151.0,1151,804,1955,7,356.0,0,0,356.0,151174.87
756,14584,80.0,0,1,1952,1952,0.0,0.0,0.0,733,0,733,4,487.0,0,0,487.0,108037.12
757,5280,60.0,0,4,1895,1950,0.0,0.0,173.0,825,536,1361,6,185.0,123,0,185.0,112393.49
758,5150,52.0,0,4,1910,2000,0.0,0.0,356.0,671,378,1049,5,195.0,0,0,195.0,111951.63
759,9000,60.0,0,4,1920,1950,0.0,0.0,592.0,432,432,864,5,216.0,30,160,216.0,106781.57
760,3843,44.0,0,8,2007,2008,186.0,1476.0,1596.0,1648,0,1648,5,525.0,53,0,525.0,232358.55
761,3811,44.0,0,7,2004,2005,174.0,1474.0,1594.0,1646,0,1646,5,482.0,53,0,482.0,218008.98
762,23730,0.0,0,7,1996,1997,668.0,700.0,1840.0,2032,0,2032,7,786.0,46,192,786.0,268802.19
763,11050,0.0,0,7,1996,1997,0.0,0.0,910.0,910,910,1820,8,816.0,32,0,816.0,205657.74
764,10260,76.0,0,5,1976,1976,0.0,0.0,0.0,936,936,1872,8,484.0,0,0,484.0,170448.23
765,9990,74.0,0,4,1991,1991,0.0,1383.0,1680.0,1689,0,1689,6,432.0,120,0,432.0,188825.7
766,4084,42.0,0,7,1986,1986,340.0,893.0,1277.0,1501,0,1501,6,512.0,0,0,512.0,194960.51
767,11563,74.0,0,8,2006,2007,258.0,1036.0,1518.0,1537,0,1537,8,788.0,26,0,788.0,256101.55
768,12852,107.0,0,8,2007,2007,0.0,770.0,920.0,920,860,1780,6,612.0,192,0,612.0,214291.98
769,9802,73.0,0,5,2006,2007,0.0,0.0,352.0,712,730,1442,6,400.0,0,0,400.0,171606.37
770,12018,81.0,0,7,2008,2008,60.0,0.0,796.0,796,816,1612,6,666.0,64,0,666.0,197078.65
771,12890,75.0,0,6,1989,1989,128.0,0.0,1495.0,1495,0,1495,8,438.0,0,192,438.0,174546.02
772,18265,93.0,0,6,1986,1986,228.0,920.0,1256.0,1256,0,1256,6,578.0,0,0,578.0,171848.3
773,11202,82.0,0,8,2003,2003,206.0,1029.0,1432.0,1440,0,1440,7,467.0,95,0,467.0,228883.5
774,7915,0.0,0,6,1999,2000,0.0,1223.0,1666.0,1675,0,1675,6,435.0,52,0,435.0,203394.76
775,11449,79.0,0,8,2007,2007,0.0,1011.0,1884.0,1728,0,1728,7,520.0,276,0,520.0,255642.72
776,11447,85.0,0,8,2005,2006,674.0,1571.0,1964.0,1964,0,1964,7,892.0,265,0,892.0,301576.48
777,8940,97.0,0,7,1997,1998,200.0,1309.0,1344.0,1344,0,1344,8,784.0,0,0,784.0,230243.82
778,9278,77.0,0,5,2007,2008,0.0,0.0,1092.0,1092,0,1092,5,0.0,52,0,0.0,136160.84
779,4500,32.0,0,6,1997,1997,197.0,864.0,1189.0,1189,0,1189,4,392.0,122,0,392.0,175191.24
780,14137,150.0,0,4,1964,1964,98.0,865.0,1200.0,1200,0,1200,6,850.0,119,0,850.0,154724.5
781,4224,0.0,0,5,1975,1975,0.0,769.0,1040.0,1040,0,1040,6,499.0,100,0,499.0,149252.0
782,2665,41.0,0,5,1976,1976,0.0,318.0,550.0,925,550,1475,6,336.0,26,0,336.0,140090.22
783,1974,21.0,0,4,1973,2006,0.0,501.0,526.0,526,462,988,5,297.0,101,0,297.0,135136.82
784,1596,21.0,0,4,1973,1973,0.0,437.0,462.0,526,462,988,4,297.0,101,0,297.0,120614.08
785,17979,0.0,0,5,1968,1968,0.0,785.0,1113.0,1160,0,1160,6,257.0,0,0,257.0,141245.0
786,1477,21.0,0,6,1970,2007,0.0,358.0,546.0,546,546,1092,6,0.0,0,0,0.0,130757.22
787,6490,59.0,0,5,1983,1983,0.0,534.0,816.0,816,0,816,4,264.0,0,0,264.0,126181.08
788,6600,60.0,0,5,1982,2005,0.0,638.0,845.0,845,0,845,6,264.0,0,0,264.0,135661.9
789,12395,74.0,0,5,1984,1984,0.0,647.0,864.0,889,0,889,6,484.0,0,0,484.0,135247.58
790,56600,0.0,0,5,1900,1950,0.0,0.0,686.0,1150,686,1836,7,288.0,0,0,288.0,172090.71
791,10667,85.0,0,6,1971,1971,302.0,838.0,1587.0,1587,0,1587,7,525.0,44,0,525.0,180648.8
792,8872,56.0,0,6,1997,1997,0.0,0.0,384.0,754,630,1384,7,390.0,0,0,390.0,173163.37
793,10147,0.0,0,6,1994,1994,32.0,186.0,392.0,924,770,1694,7,398.0,64,0,398.0,181748.27
794,8637,0.0,0,6,1999,2000,0.0,871.0,923.0,947,767,1714,7,451.0,48,0,451.0,188698.05
795,7875,63.0,0,7,1996,1996,0.0,414.0,691.0,691,862,1553,6,420.0,44,0,420.0,183994.37
796,7500,60.0,0,6,1999,2003,0.0,0.0,938.0,957,1342,2299,7,482.0,30,0,482.0,199592.5
797,9556,0.0,0,7,1992,1993,52.0,0.0,1168.0,1187,0,1187,6,420.0,21,0,420.0,174606.19
798,7655,0.0,0,6,1993,1994,0.0,0.0,903.0,910,732,1642,7,392.0,84,0,392.0,184030.67
799,18160,160.0,0,6,1964,1964,138.0,550.0,1302.0,1128,0,1128,6,480.0,108,246,480.0,145412.88
800,4740,38.0,0,8,1988,1988,0.0,248.0,1166.0,1179,0,1179,5,480.0,108,0,480.0,184925.55
801,5118,35.0,0,8,1990,1990,0.0,926.0,1312.0,1321,0,1321,4,484.0,64,140,484.0,191383.25
802,12328,98.0,0,8,2005,2005,146.0,986.0,1149.0,1164,1377,2541,10,729.0,32,0,729.0,269413.3
803,51974,52.0,0,9,2006,2007,710.0,1101.0,2660.0,2338,0,2338,8,1110.0,135,0,1110.0,323715.69
804,41600,195.0,0,5,1969,1990,0.0,1047.0,1100.0,1424,0,1424,7,828.0,0,0,828.0,195570.23
805,8035,61.0,0,9,2006,2006,165.0,797.0,1612.0,1612,0,1612,6,556.0,164,0,556.0,244215.21
806,14082,85.0,0,8,2006,2006,945.0,1558.0,2220.0,2234,0,2234,7,724.0,80,0,724.0,296418.59
807,13870,81.0,0,10,2006,2007,250.0,1152.0,1742.0,2042,0,2042,8,724.0,52,0,724.0,290943.08
808,10960,0.0,0,6,1984,1984,0.0,256.0,1284.0,1284,0,1284,5,480.0,0,192,480.0,155003.58
809,12090,78.0,0,7,1981,2003,306.0,321.0,725.0,725,754,1479,6,484.0,72,0,484.0,190138.87
810,12299,93.0,0,7,1978,1985,67.0,1328.0,1529.0,1664,0,1664,7,663.0,0,0,663.0,224184.71
811,11339,61.0,0,7,1979,1979,549.0,758.0,780.0,1085,845,1930,9,481.0,72,0,481.0,214511.52
812,11850,79.0,0,6,1984,1984,98.0,781.0,1153.0,1177,0,1177,6,495.0,103,0,495.0,166678.56
813,10400,80.0,0,6,1979,1999,253.0,903.0,1259.0,1353,0,1353,5,478.0,141,0,478.0,189964.36
814,13001,128.0,0,6,1971,1971,176.0,492.0,1625.0,1220,0,1220,6,944.0,0,249,944.0,178292.13
815,8991,64.0,0,7,1976,1976,130.0,624.0,1228.0,1324,0,1324,5,585.0,36,0,585.0,171560.57
816,8000,80.0,0,6,1974,1974,0.0,931.0,1084.0,1084,793,1877,8,488.0,96,0,488.0,193488.95
817,9457,63.0,0,5,1970,1990,0.0,566.0,925.0,1422,0,1422,7,576.0,0,0,576.0,157578.91
818,7920,66.0,0,5,1970,2002,32.0,81.0,914.0,914,0,914,5,368.0,0,0,368.0,136016.43
819,17199,0.0,0,4,1961,1961,0.0,314.0,914.0,914,0,914,4,270.0,0,0,270.0,122065.12
820,4113,33.0,0,6,2001,2001,0.0,0.0,1337.0,1337,0,1337,5,511.0,68,0,511.0,182958.29
821,10943,26.0,0,6,1997,1998,0.0,930.0,1405.0,1337,0,1337,5,522.0,68,0,522.0,187283.39
822,2205,21.0,0,6,1973,1973,567.0,312.0,525.0,525,567,1092,6,264.0,0,0,264.0,143400.5
823,2058,21.0,0,6,1973,1973,265.0,0.0,672.0,672,546,1218,7,264.0,28,0,264.0,140262.4
824,2304,24.0,0,7,1978,1978,0.0,632.0,1061.0,1055,0,1055,4,319.0,32,0,319.0,144605.75
825,7150,65.0,0,5,1966,1966,52.0,725.0,988.0,988,0,988,5,360.0,0,0,360.0,129610.08
826,12469,96.0,0,9,2006,2007,378.0,1151.0,1790.0,1816,0,1816,7,730.0,36,0,730.0,274888.8
827,11825,91.0,0,8,2006,2007,302.0,0.0,1694.0,1694,0,1694,7,856.0,112,0,856.0,250997.14
828,14333,110.0,0,8,2007,2007,0.0,1518.0,2108.0,2122,0,2122,7,938.0,142,0,938.0,288195.82
829,13641,107.0,0,9,2007,2007,456.0,1304.0,1934.0,1943,713,2656,8,1040.0,58,0,1040.0,331266.02
830,13440,110.0,0,8,2006,2007,190.0,0.0,1108.0,1148,1402,2550,11,670.0,39,0,670.0,260334.31
831,15431,105.0,0,10,2005,2006,400.0,1430.0,1994.0,2046,0,2046,7,878.0,65,0,878.0,307746.42
832,13891,107.0,0,9,2007,2007,456.0,1812.0,2552.0,2552,0,2552,8,932.0,28,0,932.0,312135.7
833,13654,118.0,0,9,2005,2006,365.0,0.0,1704.0,1722,1036,2758,9,814.0,55,0,814.0,300045.55
834,17169,59.0,0,10,2007,2007,970.0,1684.0,2320.0,2290,0,2290,7,1174.0,30,0,1174.0,332110.28
835,16659,134.0,0,8,2007,2008,0.0,0.0,1582.0,1582,570,2152,7,728.0,368,0,728.0,263232.72
836,9709,82.0,0,8,2007,2007,120.0,778.0,918.0,958,1142,2100,8,786.0,104,0,786.0,249505.04
837,13615,94.0,0,9,2006,2006,510.0,0.0,1802.0,1802,0,1802,7,843.0,105,0,843.0,279426.82
838,13069,99.0,0,8,2004,2004,502.0,0.0,1706.0,1718,1238,2956,11,916.0,50,0,916.0,307458.46
839,14277,110.0,0,8,2003,2003,280.0,938.0,1317.0,1217,1168,2385,7,818.0,228,0,818.0,284697.1
840,12568,0.0,0,8,2007,2007,246.0,669.0,895.0,895,923,1818,8,774.0,104,0,774.0,225658.02
841,9926,70.0,0,7,2005,2006,210.0,1178.0,1614.0,1614,0,1614,7,878.0,38,0,878.0,250714.83
842,9254,71.0,0,8,2005,2005,210.0,119.0,1721.0,1721,0,1721,7,554.0,27,0,554.0,225228.8
843,10732,92.0,0,8,2006,2007,0.0,0.0,1298.0,1298,530,1828,7,876.0,40,0,876.0,227811.96
844,3901,34.0,0,6,2005,2006,182.0,866.0,1302.0,1302,0,1302,5,631.0,50,0,631.0,189291.15
845,3903,34.0,0,6,2005,2006,182.0,1030.0,1302.0,1302,0,1302,5,631.0,50,0,631.0,190947.7
846,6289,41.0,0,6,2005,2006,256.0,762.0,1362.0,1362,0,1362,6,460.0,28,0,460.0,191367.65
847,4590,34.0,0,8,2006,2006,108.0,24.0,1554.0,1554,0,1554,6,627.0,73,0,627.0,216124.76
848,7841,48.0,0,9,2005,2005,394.0,848.0,1577.0,1577,0,1577,6,564.0,39,0,564.0,240743.53
849,6240,48.0,0,8,2006,2006,176.0,24.0,1324.0,1324,0,1324,6,550.0,38,0,550.0,205236.66
850,3242,48.0,0,7,2003,2003,235.0,1000.0,1405.0,1405,0,1405,6,478.0,36,0,478.0,204281.95
851,15810,59.0,0,6,2007,2007,0.0,0.0,768.0,768,728,1496,7,572.0,0,0,572.0,186472.37
852,10237,65.0,0,6,2005,2006,0.0,0.0,768.0,768,768,1536,6,400.0,38,0,400.0,181542.27
853,13204,58.0,0,7,2006,2007,44.0,0.0,608.0,608,850,1458,6,454.0,33,0,454.0,184626.37
854,8857,62.0,0,6,2006,2006,0.0,0.0,738.0,738,757,1495,7,440.0,30,0,440.0,185312.37
855,9729,63.0,0,6,2006,2007,0.0,0.0,698.0,698,1048,1746,6,350.0,34,0,350.0,186464.37
856,12216,88.0,0,6,2005,2005,0.0,918.0,1326.0,1326,0,1326,6,388.0,23,0,388.0,181018.93
857,8229,72.0,0,6,2007,2007,22.0,0.0,752.0,752,752,1504,6,440.0,32,0,440.0,182338.22
858,7713,64.0,0,7,2007,2007,16.0,0.0,728.0,728,728,1456,7,400.0,24,0,400.0,184698.37
859,7697,64.0,0,7,2007,2007,0.0,0.0,1246.0,1258,0,1258,6,462.0,0,0,462.0,185659.16
860,3621,0.0,0,8,2003,2003,72.0,1084.0,1406.0,1589,0,1589,7,630.0,20,0,630.0,219454.5
861,3710,53.0,0,7,2007,2007,16.0,0.0,1266.0,1266,0,1266,6,388.0,16,0,388.0,183961.66
862,16219,65.0,0,7,2004,2005,0.0,779.0,835.0,1119,0,1119,5,437.0,24,0,437.0,171293.8
863,11084,87.0,0,7,2004,2004,0.0,192.0,384.0,744,630,1374,8,400.0,0,0,400.0,182645.87
864,10936,59.0,0,7,2006,2006,0.0,0.0,1510.0,1525,0,1525,6,534.0,18,0,534.0,200105.73
865,11950,0.0,0,7,2003,2003,0.0,0.0,384.0,754,640,1394,7,400.0,0,0,400.0,179444.27
866,7875,63.0,0,7,2003,2003,16.0,0.0,847.0,847,1101,1948,8,434.0,48,0,434.0,197007.4
867,8740,0.0,0,7,2002,2002,0.0,574.0,854.0,864,1131,1995,8,435.0,48,0,435.0,194920.55
868,9487,58.0,0,6,2000,2000,0.0,520.0,915.0,940,750,1690,7,442.0,50,0,442.0,189566.27
869,9649,59.0,0,6,1999,2000,0.0,0.0,941.0,961,683,1644,7,460.0,42,0,460.0,185172.12
870,12191,100.0,0,8,1997,1998,515.0,1181.0,1779.0,1779,772,2551,8,925.0,61,0,925.0,319986.02
871,10557,89.0,0,9,1998,1998,422.0,672.0,1408.0,1671,1407,3078,9,806.0,87,0,806.0,302563.33
872,11002,74.0,0,8,1998,1999,0.0,1048.0,1389.0,1411,1171,2582,9,758.0,60,0,758.0,272212.3
873,10790,83.0,0,7,1998,1998,275.0,0.0,1066.0,1108,1277,2385,8,600.0,38,0,600.0,229124.58
874,11762,88.0,0,8,1992,1993,309.0,335.0,1105.0,1105,1097,2202,9,517.0,65,0,517.0,237284.88
875,9044,82.0,0,8,1996,1997,526.0,1225.0,1325.0,1335,1203,2538,8,933.0,92,0,933.0,306891.01
876,9910,75.0,0,7,2007,2007,0.0,0.0,1369.0,1369,0,1369,5,605.0,203,0,605.0,205576.83
877,11830,91.0,0,8,2007,2007,164.0,1220.0,1542.0,1542,0,1542,6,852.0,110,0,852.0,261688.61
878,10612,76.0,0,8,2006,2006,248.0,28.0,1524.0,1534,0,1534,7,484.0,46,0,484.0,212485.61
879,12291,98.0,0,10,2007,2007,754.0,1572.0,1966.0,1966,0,1966,6,1092.0,52,0,1092.0,313004.45
880,9965,85.0,0,7,2007,2007,0.0,0.0,1528.0,1528,0,1528,6,480.0,228,0,480.0,207315.59
881,8847,74.0,0,8,2005,2005,148.0,769.0,1538.0,1538,0,1538,7,484.0,40,0,484.0,220109.42
882,8251,70.0,0,7,2005,2006,143.0,778.0,1494.0,1506,0,1506,7,672.0,35,0,672.0,223888.39
883,9605,70.0,0,7,2006,2006,0.0,0.0,982.0,982,995,1977,7,574.0,53,0,574.0,201821.9
884,8778,75.0,0,8,2006,2006,0.0,0.0,1302.0,1302,528,1830,7,859.0,40,0,859.0,224693.61
885,8640,72.0,0,8,2007,2007,0.0,24.0,1338.0,1338,0,1338,6,598.0,141,0,598.0,207607.83
886,9000,75.0,0,7,2006,2007,0.0,0.0,1335.0,1335,0,1335,6,575.0,210,0,575.0,202904.53
887,8640,72.0,0,8,2007,2007,0.0,350.0,896.0,896,896,1792,8,590.0,96,0,590.0,207883.49
888,10411,81.0,0,5,2007,2007,0.0,0.0,725.0,725,863,1588,8,561.0,0,0,561.0,185720.87
889,12217,112.0,0,8,2007,2007,0.0,745.0,955.0,955,925,1880,8,880.0,127,0,880.0,246159.32
890,10440,84.0,0,8,2007,2007,0.0,0.0,1574.0,1584,0,1584,6,594.0,256,0,594.0,222088.83
891,11824,100.0,0,8,2006,2006,298.0,0.0,1685.0,1685,0,1685,5,658.0,63,0,658.0,228508.62
892,10625,85.0,0,6,2004,2004,353.0,0.0,1158.0,1158,1285,2443,9,744.0,127,0,744.0,251420.6
893,7500,63.0,0,6,2006,2007,0.0,0.0,1100.0,1100,0,1100,6,0.0,136,0,0.0,150108.34
894,7500,63.0,0,7,2006,2006,0.0,0.0,1143.0,1143,0,1143,5,0.0,55,0,0.0,149408.14
895,12450,60.0,0,5,2003,2004,126.0,729.0,1094.0,1094,0,1094,6,576.0,0,0,576.0,167458.47
896,7441,65.0,0,7,2006,2006,170.0,0.0,1461.0,1486,0,1486,7,566.0,32,0,566.0,204194.34
897,11613,0.0,0,6,1993,1997,0.0,480.0,864.0,920,900,1820,7,492.0,85,0,492.0,192603.05
898,8012,50.0,0,6,1980,1980,0.0,0.0,630.0,630,636,1266,5,283.0,0,0,283.0,139094.22
899,6285,64.0,0,5,1977,1977,0.0,138.0,894.0,894,0,894,5,308.0,0,0,308.0,126161.01
900,7476,84.0,0,5,1968,1968,0.0,812.0,1040.0,1040,0,1040,5,686.0,0,0,686.0,140184.51
901,19522,0.0,0,7,1990,1990,272.0,727.0,1223.0,1271,1232,2503,7,564.0,99,0,564.0,233637.08
902,10751,44.0,0,5,1974,1974,44.0,787.0,1037.0,1037,0,1037,5,431.0,47,0,431.0,137601.0
903,12712,43.0,0,6,1973,2006,0.0,968.0,1044.0,1055,0,1055,5,542.0,0,0,542.0,159975.78
904,4379,45.0,0,8,2004,2004,0.0,851.0,1378.0,1378,0,1378,6,540.0,56,0,540.0,209595.54
905,3523,80.0,1,8,2006,2007,30.0,60.0,1141.0,1151,0,1151,5,484.0,60,0,484.0,188762.83
906,3784,32.0,1,8,2006,2007,36.0,60.0,1511.0,1565,0,1565,5,476.0,120,0,476.0,209532.85
907,3606,40.0,1,7,2006,2007,0.0,937.0,1352.0,1352,0,1352,5,466.0,241,0,466.0,202381.6
908,5330,30.0,1,8,2006,2007,0.0,0.0,1550.0,1550,0,1550,5,528.0,102,0,528.0,211229.75
909,2280,24.0,1,6,1999,1999,342.0,565.0,744.0,757,744,1501,6,440.0,0,0,440.0,170799.22
910,2117,24.0,0,6,2000,2000,216.0,417.0,756.0,769,804,1573,4,440.0,32,0,440.0,168069.72
911,7321,73.0,1,7,1999,2000,0.0,0.0,1339.0,1358,0,1358,5,625.0,174,0,625.0,200975.43
912,8010,0.0,1,8,2003,2004,0.0,964.0,1054.0,1072,976,2048,8,552.0,48,0,552.0,210578.41
913,8413,106.0,0,8,1998,1998,0.0,901.0,1220.0,1220,1142,2362,8,1105.0,0,36,1105.0,274626.93
914,9466,50.0,0,8,1994,1995,0.0,457.0,1494.0,1494,0,1494,5,478.0,30,0,478.0,200074.61
915,12000,80.0,0,7,1980,1980,600.0,1732.0,2002.0,2362,0,2362,8,546.0,16,0,546.0,276928.55
916,17778,94.0,0,8,1981,1981,0.0,1632.0,2461.0,2497,0,2497,7,676.0,0,0,676.0,276599.16
917,11700,78.0,0,6,1968,1968,41.0,0.0,912.0,1152,0,1152,7,412.0,126,0,412.0,144287.0
918,8000,80.0,0,6,1970,1970,525.0,915.0,1008.0,1403,1008,2411,8,570.0,192,0,570.0,230140.15
919,8723,0.0,0,6,1969,1969,0.0,973.0,973.0,1082,0,1082,6,480.0,0,0,480.0,146868.0
920,11700,130.0,0,6,1968,1968,196.0,910.0,1295.0,1295,0,1295,6,528.0,194,0,528.0,173218.96
921,11358,108.0,0,7,1972,1987,0.0,346.0,1124.0,1610,0,1610,8,515.0,0,0,515.0,183140.69
922,9547,80.0,0,7,1993,1993,112.0,0.0,1594.0,1594,0,1594,6,472.0,80,0,472.0,199912.48
923,10530,78.0,0,7,1993,1993,194.0,819.0,1148.0,1091,984,2075,8,473.0,86,0,473.0,217895.23
924,10738,88.0,0,6,1966,1966,0.0,792.0,1093.0,1093,0,1093,6,484.0,0,0,484.0,140019.0
925,10800,80.0,0,6,1963,1963,203.0,617.0,1052.0,1052,0,1052,6,311.0,133,0,311.0,138814.0
926,8050,70.0,0,5,1967,1993,0.0,474.0,949.0,1107,0,1107,5,308.0,64,0,308.0,135628.08
927,10899,0.0,0,4,1964,1964,0.0,0.0,0.0,1224,0,1224,8,530.0,0,0,530.0,133234.01
928,7450,74.0,0,5,1956,1956,0.0,438.0,894.0,1074,0,1074,6,396.0,72,0,396.0,129123.51
929,14357,0.0,0,5,1961,1961,0.0,311.0,864.0,1187,0,1187,6,440.0,0,0,440.0,135192.93
930,8243,76.0,0,5,1961,1961,56.0,700.0,964.0,964,0,964,5,784.0,0,0,784.0,137900.51
931,8680,70.0,0,5,1960,1960,0.0,0.0,894.0,894,0,894,5,312.0,0,0,312.0,120715.51
932,8800,80.0,0,7,1966,1966,202.0,654.0,1174.0,1200,0,1200,6,440.0,0,0,440.0,145776.0
933,9200,80.0,0,6,1965,1965,98.0,494.0,1042.0,1042,0,1042,5,440.0,0,0,440.0,133803.08
934,8800,80.0,0,6,1964,1997,306.0,414.0,845.0,845,1309,2154,8,539.0,0,0,539.0,204485.93
935,11382,0.0,0,6,1964,1964,212.0,54.0,1130.0,1374,0,1374,7,286.0,28,84,286.0,144383.4
936,22002,0.0,0,6,1959,1991,136.0,1386.0,1592.0,1652,0,1652,6,510.0,0,0,510.0,198705.25
937,12172,85.0,0,5,1940,1996,0.0,130.0,822.0,908,0,908,4,512.0,24,0,512.0,132546.26
938,5000,50.0,0,3,1946,1950,0.0,299.0,666.0,666,0,666,4,0.0,52,0,0.0,104375.69
939,3500,51.0,0,3,1945,1950,0.0,144.0,370.0,442,228,670,4,0.0,21,0,0.0,99995.19
940,5175,50.0,0,5,1958,2000,0.0,150.0,808.0,808,0,808,5,308.0,0,0,308.0,127407.83
941,9600,80.0,0,5,1955,1955,176.0,368.0,1078.0,1150,0,1150,6,288.0,0,0,288.0,131135.58
942,8668,63.0,0,5,1968,1968,0.0,0.0,1560.0,1560,0,1560,8,792.0,0,0,792.0,173387.47
943,10050,0.0,0,5,1966,1966,87.0,602.0,793.0,1280,0,1280,6,432.0,40,0,432.0,142325.5
944,9600,100.0,0,6,1961,1961,291.0,600.0,1218.0,1254,0,1254,6,525.0,0,0,525.0,145352.5
945,8760,73.0,0,6,1957,1999,0.0,873.0,936.0,936,0,936,4,315.0,0,0,315.0,136437.0
946,6860,65.0,0,5,1956,1956,54.0,908.0,1008.0,1008,0,1008,6,308.0,0,0,308.0,130292.58
947,8250,60.0,0,5,1963,1963,0.0,288.0,1053.0,1053,0,1053,6,692.0,0,0,692.0,137681.51
